alpha2	profile	band	status	selected_resolution	iou	recall	path_bytes	complete_estimate	omissions	note
UM	de_facto	compact	fail							512:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 320:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 256:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 224:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 192:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 160:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 128:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 127:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 126:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 125:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 124:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 123:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 122:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 121:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 120:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 116:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 112:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 108:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 104:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 100:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 96:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 80:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 64:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 48:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 32:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 24:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 16:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 12:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 8:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost
UM	de_facto	standard	fail							512:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 320:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 256:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 224:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 192:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 160:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 128:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 127:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 126:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 125:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 124:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 123:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 122:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 121:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 120:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 116:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 112:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 108:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 104:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 100:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 96:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 80:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 64:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 48:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 32:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 24:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 16:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 12:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 8:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost
US	un	compact	pass	192	0.981938	0.994772	2099	2379	337	
US	un	standard	pass	320	0.983751	0.995705	4146	4426	327	
US	de_facto	compact	pass	192	0.981938	0.994772	2099	2379	337	
US	de_facto	standard	pass	320	0.983751	0.995705	4146	4426	327	
UY	un	compact	pass	160	0.997934	0.998995	1983	2263	0	
UY	un	standard	pass	512	0.999888	0.999936	4668	4948	0	
UY	de_facto	compact	pass	160	0.997934	0.998995	1983	2263	0	
UY	de_facto	standard	pass	512	0.999888	0.999936	4668	4948	0	
UZ	un	compact	pass	160	0.991093	0.995527	1993	2273	1	
UZ	un	standard	pass	512	0.997900	0.999493	5988	6268	0	
UZ	de_facto	compact	pass	160	0.991093	0.995527	1993	2273	1	
UZ	de_facto	standard	pass	512	0.997900	0.999493	5988	6268	0	
VA	un	compact	pass	512	0.967678	0.979452	67	347	0	
VA	un	standard	pass	512	0.966432	0.977911	77	357	0	
VA	de_facto	compact	pass	512	0.967678	0.979452	67	347	0	
VA	de_facto	standard	pass	512	0.966432	0.977911	77	357	0	
VC	un	compact	pass	512	0.999697	1.000000	707	987	0	
VC	un	standard	pass	512	0.999693	0.999905	791	1071	0	
VC	de_facto	compact	pass	512	0.999697	1.000000	707	987	0	
VC	de_facto	standard	pass	512	0.999693	0.999905	791	1071	0	
VE	un	compact	pass	108	0.987185	0.994455	2162	2442	25	
VE	un	standard	pass	320	0.993743	0.998838	7167	7447	15	
VE	de_facto	compact	pass	126	0.987860	0.995260	2199	2479	26	
VE	de_facto	standard	pass	320	0.993471	0.998614	6364	6644	17	
VG	un	compact	pass	512	0.979549	0.999646	813	1093	0	
VG	un	standard	pass	512	0.979077	0.999625	925	1205	0	
VG	de_facto	compact	pass	512	0.979549	0.999646	813	1093	0	
VG	de_facto	standard	pass	512	0.979077	0.999625	925	1205	0	
VI	un	compact	pass	512	0.999402	0.999701	648	928	0	
VI	un	standard	pass	512	0.999789	0.999930	740	1020	0	
VI	de_facto	compact	pass	512	0.999402	0.999701	648	928	0	
VI	de_facto	standard	pass	512	0.999789	0.999930	740	1020	0	
VN	un	compact	pass	128	0.968561	0.985294	1939	2219	23	
VN	un	standard	pass	320	0.984372	0.994953	6255	6535	17	
VN	de_facto	compact	pass	128	0.968561	0.985294	1939	2219	23	
VN	de_facto	standard	pass	320	0.984372	0.994953	6255	6535	17	
VU	un	compact	pass	192	0.892285	0.972159	1866	2146	10	
VU	un	standard	pass	512	0.921846	0.994702	5344	5624	0	
VU	de_facto	compact	pass	192	0.892285	0.972159	1866	2146	10	
VU	de_facto	standard	pass	512	0.921846	0.994702	5344	5624	0	
WF	un	compact	pass	512	0.998985	0.999323	295	575	0	
WF	un	standard	pass	512	0.999029	0.999299	338	618	0	
WF	de_facto	compact	pass	512	0.998985	0.999323	295	575	0	
WF	de_facto	standard	pass	512	0.999029	0.999299	338	618	0	
WS	un	compact	pass	512	0.999869	1.000000	1129	1409	0	
WS	un	standard	pass	512	0.999723	0.999784	1284	1564	0	
WS	de_facto	compact	pass	512	0.999869	1.000000	1129	1409	0	
WS	de_facto	standard	pass	512	0.999723	0.999784	1284	1564	0	
YE	un	compact	pass	256	0.997783	0.998732	1978	2258	4	
YE	un	standard	pass	512	0.998829	0.999649	4037	4317	1	
YE	de_facto	compact	pass	256	0.997783	0.998732	1978	2258	4	
YE	de_facto	standard	pass	512	0.998829	0.999649	4037	4317	1	
YT	un	compact	pass	512	0.999683	0.999937	833	1113	0	
YT	un	standard	pass	512	0.999554	0.999784	963	1243	0	
YT	de_facto	compact	pass	512	0.999683	0.999937	833	1113	0	
YT	de_facto	standard	pass	512	0.999554	0.999784	963	1243	0	
ZA	un	compact	pass	256	0.995706	0.997996	2050	2330	1	
ZA	un	standard	pass	512	0.998071	0.999167	4636	4916	1	
ZA	de_facto	compact	pass	256	0.995706	0.997996	2050	2330	1	
ZA	de_facto	standard	pass	512	0.998071	0.999167	4636	4916	1	
ZM	un	compact	pass	128	0.995062	0.997581	1816	2096	0	
ZM	un	standard	pass	512	0.999388	0.999694	6338	6618	0	
ZM	de_facto	compact	pass	128	0.995062	0.997581	1816	2096	0	
ZM	de_facto	standard	pass	512	0.999388	0.999694	6338	6618	0	
ZW	un	compact	pass	192	0.998299	0.999118	2085	2365	0	
ZW	un	standard	pass	512	0.999754	0.999875	4588	4868	0	
ZW	de_facto	compact	pass	192	0.998299	0.999118	2085	2365	0	
ZW	de_facto	standard	pass	512	0.999754	0.999875	4588	4868	0	
